Vatten_ID,EU_CD,Station,Obspoint_ID,Longitude,Latitude,Date,Time,Institution,Depth,DepthMin,DepthMax,Biovol,BiovolGony,NspeciesPhytoplankton,PropCyanobacteria,TrophicPlanktonIndex,PhytoplanktonTrophicIndex
WA42018902,SE665654-149206,Mäsen,Mäsen,,,2012-08-26,,SLU,2,0.00,4.00,0.314,0,46,0.21986,0.535,-0.074
WA42018902,SE665654-149206,Mäsen,Mäsen,,,2013-08-14,,SLU,2,0.00,4.00,0.622,0,52,0.10654,-1.091,0.092
WA42018902,SE665654-149206,Mäsen,Mäsen,,,2014-08-25,,SLU,2,0.00,4.00,0.802,0,48,0.09937,-0.216,-0.413
WA42018902,SE665654-149206,Mäsen,Mäsen,,,2015-08-08,,SLU,2,0.00,4.00,0.749,0,55,0.11702,-1.397,-0.699
WA42018902,SE665654-149206,Mäsen,Mäsen,,,2016-08-09,,SLU,2,0.00,4.00,0.538,0,54,0.04894,-1.388,-0.156
WA42018902,SE665654-149206,Mäsen,Mäsen,,,2017-08-14,,SLU,2,0.00,4.00,0.584,0,43,0.01144,-1.309,-0.456
WA42018902,SE665654-149206,Mäsen,Mäsen,,,2018-08-14,,SLU,2,0.00,4.00,0.673,0,45,0.03759,-1.827,-0.173
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2002-08-09,,SLU,2,0.00,4.00,0.235,0,47,0.02067,-1.235,-0.759
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2003-08-14,,SLU,2,0.00,4.00,0.257,0,35,0.01884,-1.38,-0.703
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2004-08-10,,SLU,2,0.00,4.00,0.229,0,45,0.0228,-0.151,-0.594
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2005-08-20,,SLU,2,0.00,4.00,0.188,0,47,0.02285,-1.432,-0.51
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2006-08-16,,SLU,2,0.00,4.00,0.272,0,49,0.03732,-0.958,-0.517
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2007-08-19,,SLU,2,0.00,4.00,0.273,0,39,0.03152,-1.289,-0.434
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2008-08-20,,SLU,2,0.00,4.00,0.507,0,46,0.00325,-1.232,-0.72
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2009-08-21,,SLU,2,0.00,4.00,0.354,0,53,0.00648,-1.085,-0.763
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2010-08-11,,SLU,2,0.00,4.00,0.317,0,41,0.0277,-1.364,-0.77
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2011-08-13,,SLU,2,0.00,4.00,0.26,0,43,0.02567,-1.7,-0.638
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2012-08-27,,SLU,2,0.00,4.00,0.509,0,45,0.01105,-1.346,-0.627
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2013-08-14,,SLU,2,0.00,4.00,0.209,0,40,0.14701,-1.253,-0.358
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2014-08-25,,SLU,2,0.00,4.00,0.346,0,51,0.02465,-1.047,-0.725
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2015-08-08,,SLU,2,0.00,4.00,0.283,0,41,0.03092,-0.985,-0.766
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2016-08-08,,SLU,2,0.00,4.00,0.267,0,33,0.14219,-1.885,-0.734
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2017-08-14,,SLU,2,0.00,4.00,0.423,0,42,0.13513,-0.602,-0.637
WA23078743,SE667151-149602,Hällsjön,Hällsjön,,,2018-08-14,,SLU,2,0.00,4.00,0.268,0,33,0.15527,-1.222,-0.638
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2002-08-13,,SLU,2,0.00,4.00,0.658,0.464,14,,-1.048,-0.101
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2003-08-17,,SLU,2,0.00,4.00,0.643,0.491,19,,-1.367,-0.028
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2004-08-10,,SLU,2,0.00,4.00,0.276,0.023,25,,-1.016,-0.379
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2005-08-15,,SLU,2,0.00,4.00,0.31,0.051,27,,-1.497,-0.281
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2006-08-14,,SLU,2,0.00,4.00,0.479,0.403,18,0.00016,,-0.152
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2007-08-16,,SLU,2,0.00,4.00,1.531,1.353,23,0.00014,-1.104,-0.053
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2008-08-17,,SLU,2,0.00,4.00,0.241,0.071,25,0.01083,-1.802,-0.043
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2009-08-20,,SLU,2,0.00,4.00,1.914,1.773,32,0.00001,-1.271,-0.093
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2010-08-19,,SLU,2,0.00,4.00,1.626,1.487,24,,-1.594,-0.089
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2011-08-17,,SLU,2,0.00,4.00,0.284,0.031,27,,0.364,0.325
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2012-08-15,,SLU,2,0.00,4.00,2.102,0.25,20,,2.545,0.692
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2013-08-14,,SLU,2,0.00,4.00,0.621,0.031,22,,-0.477,0.467
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2014-08-14,,SLU,2,0.00,4.00,0.395,0.049,37,,0.017,-0.294
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2015-08-13,,SLU,2,0.00,4.00,0.573,0.308,22,,-1.008,-0.191
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2016-08-10,,SLU,2,0.00,4.00,0.439,0.122,23,,-0.936,-0.346
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2017-08-16,,SLU,2,0.00,4.00,0.46,0.026,21,0.00655,-0.909,-0.326
WA67930382,SE672729-138082,Gipsjön,Gipsjön,,,2018-08-20,,SLU,2,0.00,4.00,0.542,0.144,17,0.00535,1.35,-0.303
WA79403718,SE664410-136192,Översjön,Översjön,,,2002-08-19,,SLU,2,0.00,4.00,0.596,0,30,0.19312,-1.363,0.126
WA79403718,SE664410-136192,Översjön,Översjön,,,2003-08-28,,SLU,2,0.00,4.00,0.359,0,32,0.03828,-1.148,-0.358
WA79403718,SE664410-136192,Översjön,Översjön,,,2004-08-25,,SLU,2,0.00,4.00,0.127,0,32,,-1.142,-0.703
WA79403718,SE664410-136192,Översjön,Översjön,,,2005-08-31,,SLU,2,0.00,4.00,0.183,0,30,0.10867,-1.146,-0.314
WA79403718,SE664410-136192,Översjön,Översjön,,,2006-08-23,,SLU,2,0.00,4.00,0.191,0,27,0.20515,-1.247,-0.18
WA79403718,SE664410-136192,Översjön,Översjön,,,2007-08-27,,SLU,2,0.00,4.00,0.296,0,32,,-1.093,-0.674
WA79403718,SE664410-136192,Översjön,Översjön,,,2008-08-26,,SLU,2,0.00,4.00,0.318,0,29,0.02261,-1.172,-0.577
WA79403718,SE664410-136192,Översjön,Översjön,,,2009-08-26,,SLU,2,0.00,4.00,0.21,0,28,,-0.251,-0.33
WA79403718,SE664410-136192,Översjön,Översjön,,,2010-08-19,,SLU,2,0.00,4.00,0.293,0,33,0.03863,-1.322,-0.715
WA79403718,SE664410-136192,Översjön,Översjön,,,2011-08-18,,SLU,2,0.00,4.00,0.234,0,31,0.13448,-1.099,-0.413
WA79403718,SE664410-136192,Översjön,Översjön,,,2012-08-16,,SLU,2,0.00,4.00,0.251,0,30,,-1.073,-0.804
WA79403718,SE664410-136192,Översjön,Översjön,,,2013-08-15,,SLU,2,0.00,4.00,0.306,0,31,0.00036,-1.232,-0.618
WA79403718,SE664410-136192,Översjön,Översjön,,,2014-08-20,,SLU,2,0.00,4.00,1.036,0,28,0.01215,-1.075,-0.814
WA79403718,SE664410-136192,Översjön,Översjön,,,2015-08-13,,SLU,2,0.00,4.00,0.282,0,25,,-1.201,-0.68
WA79403718,SE664410-136192,Översjön,Översjön,,,2016-09-01,,SLU,2,0.00,4.00,0.264,0.001,31,,,-0.386
WA79403718,SE664410-136192,Översjön,Översjön,,,2017-08-09,,SLU,2,0.00,4.00,0.634,0,29,0.00415,-1.147,-0.792
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2002-06-19,,SLU,2,0.00,4.00,0.251,0,25,0.04022,,-0.346
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2002-07-17,,SLU,2,0.00,4.00,0.089,0,31,0.03577,-1.191,-0.44
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2002-08-19,,SLU,2,0.00,4.00,0.266,0,27,0.00593,-1.349,-0.257
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2002-09-16,,SLU,2,0.00,4.00,0.096,0,22,,,-0.337
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2003-06-16,,SLU,2,0.00,4.00,0.128,0,24,,,-0.804
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2003-07-16,,SLU,2,0.00,4.00,0.274,0,35,0.00177,-1.117,-0.44
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2003-08-11,,SLU,2,0.00,4.00,0.295,0,33,0.01758,-1.303,-0.258
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2003-09-15,,SLU,2,0.00,4.00,0.253,0,33,0.00796,,-0.414
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2004-06-17,,SLU,2,0.00,4.00,0.185,0,32,,,-0.829
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2004-07-13,,SLU,2,0.00,4.00,0.058,0,27,0.00208,-1.454,-0.572
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2004-08-16,,SLU,2,0.00,4.00,0.238,0,35,0.01476,-1.289,-0.527
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2004-09-10,,SLU,2,0.00,4.00,0.105,0,29,0.01537,,-0.428
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2005-06-21,,SLU,2,0.00,4.00,0.23,0,31,0.00796,,-0.839
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2005-07-11,,SLU,2,0.00,4.00,0.258,0,31,0.00047,-1.118,-0.494
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2005-08-15,,SLU,2,0.00,4.00,0.114,0,27,0.01129,-1.437,-0.403
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2005-09-12,,SLU,2,0.00,4.00,0.086,0,33,0.00113,,-0.298
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2006-06-12,,SLU,2,0.00,4.00,0.229,0,32,,,-0.836
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2006-07-17,,SLU,2,0.00,4.00,0.303,0,36,0.06891,-0.754,-0.317
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2006-08-15,,SLU,2,0.00,4.00,0.245,0,34,0.02478,-1.221,-0.522
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2006-09-18,,SLU,2,0.00,4.00,0.184,0,35,0.01136,,-0.157
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2007-07-16,,SLU,2,0.00,4.00,0.244,0,34,0.01459,-1.403,-0.333
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2007-08-14,,SLU,2,0.00,4.00,0.269,0,35,0.00711,-1.624,-0.133
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2008-07-15,,SLU,2,0.00,4.00,0.224,0,38,0.00108,-1.528,-0.624
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2008-08-11,,SLU,2,0.00,4.00,0.199,0,35,0.00975,-1.579,-0.559
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2009-07-13,,SLU,2,0.00,4.00,0.161,0,39,0.00641,-1.24,-0.657
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2009-08-10,,SLU,2,0.00,4.00,0.253,0,46,0.00096,-1.366,-0.407
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2010-07-12,,SLU,2,0.00,4.00,0.247,0,29,0.03338,-0.92,-0.433
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2010-08-16,,SLU,2,0.00,4.00,0.17,0,36,0.0067,-1.361,-0.459
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2011-07-12,,SLU,2,0.00,4.00,0.237,0,41,0.00257,-1.237,-0.703
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2011-08-10,,SLU,2,0.00,4.00,0.199,0,41,0.0257,-1.398,-0.44
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2012-07-09,,SLU,2,0.00,4.00,0.152,0,36,,-1.106,-0.452
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2012-08-03,,SLU,2,0.00,4.00,0.22,0,30,,-1.342,-0.47
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2013-07-16,,SLU,2,0.00,4.00,0.148,0,41,0.01051,-1.096,-0.776
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2013-08-05,,SLU,2,0.00,4.00,0.352,0,45,0.00648,-0.808,-0.334
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2014-07-16,,SLU,2,0.00,4.00,0.25,0,39,0.00868,-1.07,-0.616
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2014-08-05,,SLU,2,0.00,4.00,0.25,0,42,0.03172,-1.443,-0.767
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2015-07-21,,SLU,2,0.00,4.00,0.181,0,35,,-1.242,-0.806
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2015-08-11,,SLU,2,0.00,4.00,0.278,0,38,0.00072,-1.163,-0.55
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2016-07-13,,SLU,2,0.00,4.00,0.246,0,40,0.01115,-1.097,-0.645
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2016-08-10,,SLU,2,0.00,4.00,0.334,0,48,0.01191,-1.238,-0.46
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2017-07-18,,SLU,2,0.00,4.00,0.313,0,37,0.00025,-1.232,-0.7
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2017-08-13,,SLU,2,0.00,4.00,0.197,0,38,0.01724,-1.543,-0.669
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2018-07-17,,SLU,2,0.00,4.00,0.436,0,35,0.04924,-0.461,-0.614
WA79262932,SE708619-162132,Remmarsjön,Remmarsjön,,,2018-08-27,,SLU,2,0.00,4.00,0.669,0,41,0.01929,-0.723,-0.403
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2002-08-22,,SLU,4,0.00,8.00,0.844,0,36,0.0543,-1.963,0.652
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2004-08-16,,SLU,4,0.00,8.00,0.174,0,46,0.04046,-1.368,-0.204
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2005-08-09,,SLU,4,0.00,8.00,0.153,0,44,0.0474,-1.416,-0.076
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2006-08-07,,SLU,4,0.00,8.00,0.171,0,45,0.09505,-0.941,-0.394
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2007-08-13,,SLU,4,0.00,8.00,0.144,0,44,0.11339,-1.539,-0.048
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2008-08-12,,SLU,4,0.00,8.00,0.186,0,47,0.11741,-2.082,-0.314
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2009-08-16,,SLU,4,0.00,8.00,0.174,0,46,0.0744,-1.303,-0.429
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2010-08-15,,SLU,4,0.00,8.00,0.124,0,36,0.0934,-0.865,-0.333
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2011-08-04,,SLU,4,0.00,8.00,0.28,0,51,0.09331,-0.914,-0.201
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2012-08-15,,SLU,2,0.00,4.00,0.136,0,55,0.0597,-0.916,-0.476
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2013-08-07,,SLU,4,0.00,8.00,0.132,0,44,0.04012,-1.22,-0.48
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2014-08-07,,SLU,4,0.00,8.00,0.137,0,42,0.15109,-1.649,-0.766
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2015-08-10,,SLU,4,0.00,8.00,0.559,0,44,0.01035,-1.201,-0.251
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2016-08-23,,SLU,4,0.00,8.00,0.182,0,37,0.18806,-0.57,-0.254
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2017-08-17,,SLU,4,0.00,8.00,0.263,0,39,0.0544,-1.133,-0.76
WA38350845,SE704955-159090,Hällvattnet,Hällvattnet,,,2018-08-02,,SLU,4,0.00,8.00,0.139,0,37,0.26202,-1.271,-0.629
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2002-08-12,,SLU,2,0.00,4.00,0.431,0.02,47,0.00675,-1.274,-0.239
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2003-08-29,,SLU,2,0.00,4.00,0.312,0,60,0.01981,-0.839,0.126
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2004-08-12,,SLU,2,0.00,4.00,0.284,0,57,0.01828,-0.357,0.187
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2005-09-04,,SLU,2,0.00,4.00,0.212,0.045,52,0.02675,,-0.034
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2006-09-03,,SLU,2,0.00,4.00,0.514,0,53,0.03736,,0.061
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2007-08-31,,SLU,2,0.00,4.00,0.398,0.032,54,0.02892,0.045,-0.248
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2008-08-31,,SLU,2,0.00,4.00,0.384,0.049,63,0.05442,-1.133,-0.004
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2009-08-20,,SLU,2,0.00,4.00,0.184,0.055,47,0.02274,-1.377,0.041
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2010-08-15,,SLU,2,0.00,4.00,0.408,0,58,0.06093,-0.951,0.057
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2011-08-14,,SLU,2,0.00,4.00,0.777,0,43,0.03367,-1.244,-0.226
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2012-08-12,,SLU,2,0.00,4.00,0.424,0.172,41,0.00005,-1.538,-0.03
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2013-08-26,,SLU,2,0.00,4.00,0.536,0.083,44,0.03128,-0.88,-0.226
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2014-08-17,,SLU,2,0.00,4.00,1.523,0.837,49,0.04221,-0.388,-0.181
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2015-08-11,,SLU,2,0.00,4.00,0.754,0.198,53,0.00979,-0.74,-0.137
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2016-08-17,,SLU,2,0.00,4.00,0.267,0.047,46,0.11024,0.316,-0.233
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2017-08-17,,SLU,2,0.00,4.00,0.509,0.032,43,0.13127,-0.548,-0.108
WA74960253,SE665175-157559,Siggeforasjön,Siggeforasjön,,,2018-08-21,,SLU,2,0.00,4.00,0.778,0.012,46,0.37139,1.21,0.57
WA93163816,SE623624-141149,Bäen,Bäen,,,2002-08-13,,SLU,2,0.00,4.00,1.266,1.055,25,0.00003,-0.569,-0.178
WA93163816,SE623624-141149,Bäen,Bäen,,,2003-08-12,,SLU,2,0.00,4.00,8.902,8.465,31,0.00007,-0.18,-0.083
WA93163816,SE623624-141149,Bäen,Bäen,,,2004-08-16,,SLU,2,0.00,4.00,0.71,0.421,25,0.00354,,-0.145
WA93163816,SE623624-141149,Bäen,Bäen,,,2005-08-11,,SLU,2,0.00,4.00,2.241,2.078,23,0.00024,-1.863,-0.118
WA93163816,SE623624-141149,Bäen,Bäen,,,2006-08-21,,SLU,2,0.00,4.00,1.944,1.731,38,0.00378,0.186,-0.092
WA93163816,SE623624-141149,Bäen,Bäen,,,2007-08-20,,SLU,2,0.00,4.00,1.961,1.825,19,,,-0.099
